Comment,Comment_Title,Date,User Rating,User_Account_Link,Username
"GTD is a great book.  I've read it cover to cover. Now, I'm re-reading it slower and implementing many of David Allen's tips.  I highly recommend the book for anyone struggling to keep up with their busy lives.  This book will pay off for you.  Buy it, read it, do it.",Great Book,"December 2, 2008",5.0,/gp/profile/amzn1.account.AEXVM4PG2SHJQLNUU6VPMLST7IOQ,JR L.
"This is  a very poorly written, poorly edited, dare I say disorganized book that contains some very good ideas. It will make your head hurt to read. However, some of the information is very useful.",My two-cents,"November 24, 2008",4.0,/gp/profile/amzn1.account.AFBNPIRVOI4ZKBJYRD5YPYFVSM4A,Gil
"David Allen did something very different with Getting Things Done.  One the surface, it is just like any other productivity system.  You have things to do (Next Actions) and you need to do them.  David's system gives you mental hints on when/where you should be doing them, and which thing you should be doing next.It's less about what is the highest priority item, it is more about what is the highest priority item at this exact moment, with the tools you have at hand, and in the mood you are in.I enjoyed the paperback version so much that I also bought a eBook copy to keep on my phone, for review at all times.I'm looking forward to his next book coming out this winter.",Brilliant action management book,"November 24, 2008",VINE VOICE,/gp/profile/amzn1.account.AFLV6SA2JYOMCYP362KWKZX3B4VQ,Rick Lobrecht
"I have had my department expanded and really needed to ""get organized"".  This book was a great help in getting started.  It has some simple ways to get through the daily ""stuff"" we all deal with.  My daily routine has become more organized and I have a clearer idea of my plan of action.",Very Helpful,"November 23, 2008",4.0,/gp/profile/amzn1.account.AFKICDBHILKHKSP5IXPXPTRZI7KQ,Kay
"Why Bother?: Maybe you will find it as useful as I have and throw out your todo lists, day planners and scraps of paper on your nightstand. This simply-titled book started something of a revolution in the tame world of personal organization. In the words of an article in Wired, Allen inspired a ""new cult for the information age"".Core ideas: The inspiration for this book was a realization by Allen that until the `information age' most people worked at jobs where achieved tangible outcomes such as building a house, cooking a meal or healing a patient. Today, the typical information worker rarely gets that feeling of accomplishment. Even people working in traditional occupations suffer from this malise: a vague and constant feeling that there is something you need to get done though you are not sure where to start, nor if you are making progress once you do.Allen devised a simple system that allows people to get all of that stuff out of their head. He discourages priority based todo list. A lot of the stuff we worry about is the little stuff, such as the birthday present to buy for a relative or a library book to return. The first step is to throw all of that ""stuff"", no matter how minute or mundane, into a ""bucket"". These are then filed into folders with tangible, well-defined outcomes, thrown away or saved for reference. There is a lot more to his system and Wikipedia does a fairly good job of explaining it. Or if you prefer a hands-on introduction to his system over reading about it, install ThinkingRock.Visit my site for more reviews: [...]",will help you radically reduce the clutter and 'must do' projects in your life,"November 23, 2008",5.0,/gp/profile/amzn1.account.AH5RXL6IISGTJMPASE6AS5MKUP4Q,Charles Mccormick
"I'm glad I bought the condensed version (audio download) of this, because the information presented is the same information given those of us who first learned to multi-task and otherwise become insanely effective twenty-five years ago with Stephen Covey.It's great, valid material . . . if you haven't already read or otherwise obtained productivity information elsewhere.  If you're an old hand at this and are looking for something new, however, you won't find it here.And even for those who are clueless about organization, productivity, attaining goals, etc., I recommend the abridged version.  I've flipped through the book at Border's, and there appears to be a lot of repitition, unnecessary filler, and other padding that isn't necessary.  Anyone with half a brain (and if you're reading this, I'm sure that's you) can figure out how to set up a workable program from the condensed version.",Good Information For Those New To The Subject,"November 23, 2008",3.0,/gp/profile/amzn1.account.AGE4SNKYXWFYJYXZSWNJWQIYSVZA,CrueltyFree
"This is a revolutionary system that manages time and life from the bottom-up, rather than the top-down that most other productivity system uses. Allen uses a filtering method that deals with work as they come in, organizing them in various contexts and category systems for easy retrieval. David believes that we can achieve stress-free productivity by using a reliable system that can store everything we need.This book was the breakthrough I needed to take my life to the next level. With a top-down peak performance strategy (Unlimited Power), a productivity system (4-Hour Work Week), technology tools (Lifehacker), my 7-Hour School Week, and this book, there is nothing in the world that you can't do.",A Revolutionary Bottom-Up Approach to Productivity: The Best There Is,"November 23, 2008",5.0,/gp/profile/amzn1.account.AFQTHH63LVYBYVS5W4SMG5INRJTQ,"Andrew Chang: 7-Hour School Week and Health, Wealth, Truth"
"Like most people who try endlessly to organize their lives, I came to this book after working on myself for years, hoping to improve my productivity. So it was refreshing to hear the author point out the fallacies of most of the systems I've tried, mainly the daily `to do' list. Allen shows how in most work environments, priorities shift from moment to moment. Therefore, you need an approach that's flexible and doesn't leave you discouraged at the end of the day as you stare at a long list of things you didn't accomplish. If you're a visual learner like me, you'll find the flow charts in the book extremely valuable. I enlarged one on a copy machine and put it up on my wall to guide my incoming flow of paper, tasks, and appointments. It's a quick read loaded with practical advice you can start using right away.I also found Working on Yourself Doesn't Work: The 3 Simple Ideas That Will Instantaneously Transform Your Life, by Ariel and Shya Kane is a very helpful book. The authors show how our habitual ways of operating get us locked in a cycle of frustration, and keep us from seeing the endless possibilities life offers in each moment. This brand new edition of the original book has some terrific new content, as well as an index for easy reference of key concepts and the unforgettable real-life stories. If you have the previous edition, it's well worth getting the current one as well. You can't read this book too many times.",A Done Deal,"November 21, 2008",4.0,/gp/profile/amzn1.account.AEKXQ2PHD4OUB4LVFZYNK56WDXYQ,Mark E. Lanham
"The hardest thing is finishing this book.  I will not be able to get this thing done!Are people getting paid to write 5 star reviews?As we speak, I am listening to the audiobook of ""Getting Things Done""  and falling asleep.  To stay awake, I am writing this review.  There must be an art to getting through this book.To save some time and money, go to Office Depot and buy organization supplies and skip this audiobook",Getting Bored.  Hopefully I can get things done in my sleep,"November 21, 2008",1.0,/gp/profile/amzn1.account.AH2KZTJGQPAGDC4HTLMGGI3QBASA,A. Yoo
"The book has some very practical advice on organizing tasks and small projects.  It adheres to some principals that seem to work well, especially in reducing stress caused from not being organized.I found the book a bit wordy in spots and slightly difficult to understand on a first read.  I had to read several sections twice to get the full meaning.","Great concepts, a bit wordy","November 19, 2008",4.0,/gp/profile/amzn1.account.AEXE4POHTNLV6WOWJZKQIV4S3K4Q,S
"This has been a great resource to get organized both at home and at work.  This is definitely the best book I have read on this subject and would recommend it to anyone who is ""stuck"" and overwhelmed wtih paperwork and piles.  With 4 kids and a small business it has worked wonders for me.",Great book!,"November 18, 2008",5.0,/gp/profile/amzn1.account.AHZ4WLBIIBNWI2K23TVVENI5GT4Q,S Lampe
"I was first exposed to 'Getting Things Done' (GTD) a few years back in an article about prolific modern knowledge workers and how they thrive amidst a frantic, constant information flow.  The very best manage thousands of demands for attention each and every week (emails, voicemails, meetings, etc.) while completing a steady stream of projects both large and small.  David Allen's 'Getting Things Done' presents a framework for doing just that while also achieving a sense of personal calm and heightened creativity.  I've returned to this book many times over the years to tweak my own GTD implementation and David Allen never fails to inspire.  Highly recommended.",Masterful Workflow Advice for the Busy Professional,"November 15, 2008",5.0,/gp/profile/amzn1.account.AF6GX4XFRW6JICFDX7MBTFPIDTGA,Scott Ryan Jones
"David Allen did a good job. He guides the reader with important princples to complete a task. From the simplest task to the most complex projects, the principles are straightforward applicable.",getting things done,"November 13, 2008",4.0,/gp/profile/amzn1.account.AFX24RCYMVKPFFFP2MQBEZSOM6OQ,Henry C. Cocabo
"This is part of the new story which says, you can't predict and control the future, you can only track your progress against an honest account of reality.  Look into other sources like Holacracy and Agile Software development for examples of this story at different levels of scale.",Fundamental change in thinking,"November 9, 2008",5.0,/gp/profile/amzn1.account.AEZHV4FYE2JDRKMLNAGVV2C2FQKQ,Evan Leonard
"Most time management books, even those well intentioned like Stephen Covey's ""First Things First,"" are unhelpful. Most either tell you how to pile more stuff onto an already too full plate or are so elaborate to be impractical. As ""Getting Things Done"" points out starting from your goals and priorities often becomes so elaborate and involved most people just give up. Besides, you need to get things done and often those things are forced upon you having nothing to do with goals, passions and dreams.""Getting Things Done"" is the last book on time management and organization you'll ever need. The book isn't so much a system as a way of thinking, a way of life. It is about getting things out of your head so that you can think clearly instead of being clogged up with worries, to-dos and open items. Once you've gotten all the clutter out of your brain and onto paper you can ""get them done"" instead of worrying about them.""Getting Things Done"" is all about execution and productivity. It is practical, easy to use and remember, and effective. You will get more done with less stress and, for me most importantly, let go of things that were never going to get done in the first place. I've tried most time management systems and products, from Daytimer to Covey to Tracy. ""Getting Things Done"" works. It can be career and life changing.",A truely effective and practical time management system,"November 8, 2008",5.0,/gp/profile/amzn1.account.AF2BAEODGMV4D6HHWX33L2I4IRSQ,Amazon Customer
"I've read (or at least tried to read) several self-help type books, and most of them are decidedly unhelpful. And I've realized that all this time the thing lacking in self-help literature was advice at the every-day, mundane, workaday level of getting things accomplished. That is what this book provides.There is a ton of specific advice on how to organize your life so that you can operate smoothly and without (much) stress. It is certainly an oversimplification to say that simply writing things down will make it easy to live a stress-free, hyper-productive life. After reading the book and implementing most of the suggestions, I still find myself procrastinating on things from time to time, I still feel anxiety over large projects that are hanging over my head. Regardless of how much you plan things and write them down, if you have large volumes of work undone I think some stress is inevitable. So I wouldn't call my new lifestyle stress-FREE, but definitely REDUCED-stress.To the people that see this book as being a product of our ""consumer culture"" or our obsession with productivity, I say that that is exactly what this book is intended to remedy. There is no escaping the new, high-tech, ever-changing culture we live in. Unless you are willing to isolate yourself from the modern world, ideas like those found in this book are becoming more and more necessary to actually get important work done and not severely damage your mind with stress. Furthermore, by becoming somewhat of a control-freak for every-day details, paradoxically you are able to live a more harmonious, relaxed, and spontaneous life. This is the message of the book that I think some people are missing, based on some of the negative reviews.Of course, as with most books like this, there is a lot of excess verbiage and story-telling. But it is a short enough read anyways, so I don't think it's a big deal. Overall this book is packed with great advice and I highly recommend it to people who feel their lives are out of control or they want to get themselves out of procrastination and emergency mode.",Some great information,"November 4, 2008",4.0,/gp/profile/amzn1.account.AFDFH7OWM3PBRGCPDL4VNP2D5ASA,Joseph Scott
"I happened to find this book on amazon and decided to buy/read, but apparently this book is pretty popular.Even as a graduate student, there are tons of things need to be done every day, and if you have a set system where you can set aside your ""to dos,"" it makes your life much better. This book helped me set up this system and feel better for doing things AND not doing things.In my case, feeling bad for not doing things have a huge impact and brings lots of stress, so this book improved my life significantly.I believe this book will keep more people happier and more productive.I highly recommend this book for anybody.",Get out of the mess,"October 28, 2008",5.0,/gp/profile/amzn1.account.AHJTSWTHLDQ77VD67PGON44LOB5Q,H. Hosako
"I wish I had read this book years ago.  Sure, it's not for everyone and isn't laid out as well as it could be (no reason to slam it though, like some reviews do), but I've taken it to heart and IMO it has helped me immensely. I'm even modifying the application I use in Lotus Notes to incorporate the GTD philosophies.  I wish there were better reviews, and I can't stand all the little distracting margin notes, but I read it, then skimmed it, then started working with his ideas and I feel a dramatic improvement in the control I have over all my oustanding ""stuff.""  Definitely a worthy read.",Great ideas!,"October 27, 2008",5.0,/gp/profile/amzn1.account.AGJXG4GDVWKQDRQAMLXQODALNC6A,Bill G
"This book was written in 2001, so unfortunately it covers none of the cool new web and software tools that are available to us today.The meat of the book is the first half. And it's good stuff, so take notes. The last half is very windy, going on and on with no overall structure (my main complaint with the book).The main points of the book could be written in 10 pages, so be prepared to sit down and really get into this book to glean the best material. **This book is a hard read.** And after reading for 2 hours, you'll find so much information in your head that you'll be craving for a Review or Here's What You've Learned summary. But he doesn't offer it. You're on your own to distill the essential items to remember and implement.Buy the book, but TAKE NOTES of the things that ring with you and things that you want to now do with Allen's suggestions. Otherwise you'll get lost, as this book is all over the place organizationally.3 stars, for solid material, but overly complex material, lack of structure/organization, bad readability, and only two graphics.","Good material, but a difficult read","October 25, 2008",3.0,/gp/profile/amzn1.account.AH3HDO3HZELCFRSIYX4COJTQNN4Q,A. Mann
"After reading through this book a few times, subscribing to several blogs related to GTD, and trying several GTD applications I came to the following conclusion: The problem isn't so much that we have a lot of things to do.  The problem is figuring what your life goals and priorities are.  When you decide what the important things are in your life, work, and at home, you'll find that you'll be able to manage life as you'll see that there are less things to do.  This will cut out the 'fat' and life won't seem so overwhelming.  My main criticism of the GTD method is that it is very passive and defensive.  What I mean by this is that it encourages passivity as you are bombarded by things that you have to do.  Some of those things are important; some are not.  Nonetheless, you are at the center of life, passively receiving things that you need to do.  In essence, you are not in control of your life but life itself controls you; thus, you are never in the offensive mode, controlling your life.  Having said that, there are some good points to the book, but one should keep what I said in mind as you read/implement the tenets of this book.  Hopefully, I will have saved you a lot of time so that you wouldn't take the path that I took and thereby having more time in getting some important things done.",GTD based on misguided assumptions,"October 21, 2008",2.0,/gp/profile/amzn1.account.AGVY4ODJRFOWIUR4AZTZIGDBBFEQ,Yoon Lee
"The book's intro statement says it all. ""It's possible for a person to have an overwhelming number of thigns to do and still function productively with a clear head and a positive sense of relaxed control."" I'm sure most of us feel like we have too many things to do. I know I do! This book purports to help us manage that list with calm and patience.David Allen emphasizes that getting wound up and stressed rarely helps anyone. Atheletes and martial artists know that the best results come when you are ""in the flow"" - when you move effortlessly with what is going on, giving your full focus to the task in a calm, deliberate way.The first step is to document all the projects you have, whatever they are. There are a variety of systems out there - choose whichever works best for you. We are all different humans, we all have different styles. Prioritize them based on their real import to your values, not by any external measure. Figure out, for each project, what a ""next step to do"" would be - something small and manageable. Then start doing them!Too many people have lists with generalities on it like ""go on a vacation"". That is too big a project to tackle! Instead how about having an action item of ""figure out top 3 destination choices"". That is much more easy to handle - and fun, too! Heck, you could do that on a laptop during commercials.The book has actual workflow diagrams helping you see how to sort incoming email, how to organize daily tasks, and more. It is all about sorting, recording what needs to be done and then getting started on the priority items.  The book lists brainstorming ideas, and setting out stages of larger projects. It emphasizes the importance of weekly reviews, to keep yourself on track and to realize how much progress you're making.There is a LOT of information jammed into this book. I definitely recommend reading it in stages - and then going back and re-reading it to glean additional bits of information later on. Like most books of this ilk, it's likely you know 80% of it already. Still, something in that 20% might be EXACTLY what you need to really make a huge improvement in your life.Well recommended.",Multitude of Great Tips,"October 18, 2008",HALL OF FAME,/gp/profile/amzn1.account.AHHY4XGQ6YJW6H5MBKBSFHMGENFA,Lisa Shea
"This book was helpful when I read it with a few organizational items in my life. It's been a while since I've read it, and I can't exactly remember what I learned so I've given it a 3/5.",Helpful Read,"October 4, 2008",3.0,/gp/profile/amzn1.account.AELJXJYJMB4UQPELWQFEF5EABR3Q,discountqueens
"Management begins with self! Start managing yourself and you would be able to manage everyone and everything around you. But there are times when you have lots of things to do and you are left with no choice but to get more and more confused.The best ways I thought to manage everything starting from my desktop to the projects I was working in was (after I analyzed a lot and Googled around) to more and more equip myself with sophisticated gadgets, this is what they are meant for, isn't it?. Well after I installed good software, mindmaping applications, get good PDAs, I was, once more, to my surprise managing additional stuffs that what I already was previously. At least for few days I was feeling a little satisfied that my investment in one of the most updated software or a hand-held device is going to bring me peace. But after few weeks everything was back to square one.I even saw this occasionally with other people, the more unorganized you feel the more devices, gadgets, etc you tend to buy, but no one was happy, eventually the more STUFF you get the more unorganized you become. Which ultimately leads to stress. That is NOT the solution. Basically, after getting myself acquainted with GTD I understood that the devices were actually built around GTD. So, once I know what the basis principles of personal productivity are I can accordingly arrange myself, my mailbox, gadgets etc.The solution is to know and understand the CORE the basic principles that are essential to generate productivity and efficiency. You must be a person with great ideas and already very successful, however, if you are someone who is under stress of not being able to manage a lot of stuff then you need this book.Know exactly what stress is? How your internal commintment, even when you think that you are not committing, to various things around you build more and more stress? How can you arrange, discard, delegate stuff.This truly is, as coined by David, an Advanced Common Sense.There is a lot of stuff about GTD over the internet including the 43 folders website. I suggest you surely visit the YouTube videos for Davids lectures at Google (authors@Google). Look at him when he is explaining things on video and then read the book.",Absolutely phenomenal ways of managing yourself,"October 2, 2008",5.0,/gp/profile/amzn1.account.AHL2BUPBVOXZFTZHYTFJVARKDHTA,Chandan
"Other than the Bible, this is probably the most impactful book I have ever read.  I stumbled upon this book in a bookstore years ago and bought it on a lark.  The ideas are so simple but also can change the game of how you interract with your work and life to get more important things done.  While seeing David Allen in person (which I later did) is even better in the book, this is a great way to spend $10 and I often buy it for people who work for me.",This Book can Change Your Level of Productivity and Stress,"September 30, 2008",5.0,/gp/profile/amzn1.account.AHQPZ5Z6LAFHBSKLGFDLJ2BAVSCA,David W
"There are some really good ideas on how to get more organized and less stressed out due to disorganization in this book.However, I have to say that this book isn't going to really help you deal as effectively with time management or procrastination. It's more a book on how to get organized and stay that way.For dealing with procrastination and perfectionism, I would highly recommend ""The Now Habit"" by Neil Fiore (rev. 2007 edition).  It ultimately ended up being a much more useful book for me than GTD - although the systems described in both books can easily work together.","GTD is helpful for getting organized, less so for time management...","September 21, 2008",3.0,/gp/profile/amzn1.account.AHQVGPNQWMXD4PZPZJWNH576YEKA,Amazon Customer
My view of these type of books is simple: if you pick up one helpful hint or habit it is worth it. This is worth it. If nothing else use the way to handle the avalanche of email I/you get is worth the cost of the book. Buy it kiddies....,GTD as advertised,"September 16, 2008",4.0,/gp/profile/amzn1.account.AESUNVDCYRMN3SMVAWNYSHGFOTIA,R. Orford
"This sounds like the most boring book you could ever read -- it discusses workflow management as a serious topic!  Yet, Getting Things Done is engaging, quick to read, and life-changing.  You will get more out of this book every time you open it, whether your first or tenth time reading it.  I was familiar with David Allen's GTD system through the grapevine of the internet, mostly through the website 43folders.com ... but actually reading the book really got me to get myself together and follow the system.  My Gmail inbox has 0 messages in it; I keep a physical inbox; I know what to do when work hits me (""mind like water"").  I got several copies of this book for friends and family.  Just buy it!  :)",Wonderful system for time management,"September 14, 2008",5.0,/gp/profile/amzn1.account.AG5SZ2LKNXBBWLTW5HIRXZWWDWKQ,Derek Austin
"Organization has been a problem for me since grade school. I've gotten better over the years, moving from sticky-notes to paper planners to PDAs. Still, I was dropping too many things. My boss told me about GTD, so I bought it. I haven't fully implemented it, and likely won't for several months (there's a LOT to his system). But even with the parts I have done, it has had a tremendous impact on my home and work life. I have cleaned out my 8000+ item e-mail Inbox, and I don't spend time dwelling on stuff I still need to do. I've even used some of the principles suggested in this book to help my son who just started Jr. High keep up with his schoolwork.I look forward to listening to it again in a few months and keep moving forward.",Good for us inherently unorganized folks,"September 11, 2008",5.0,/gp/profile/amzn1.account.AE752VX4TMIMC2WEBR4UMFV4LWUA,Kyle Hutson
"I bought this book becasue there were so many five star reviews. Mr Allen provides a broad, general and lose archicture for getting things dome. Making lists, using folders you can buy at the office supply store, setting and organizing priorieties are true but are presented a very general general manner. Anyone might tell you this. Allen uses the 50,000 ft metaphore for describing his approach. At that altitude, it is hard to determine anything yet alone get things done. There is nothing new here, and the presentation is not not very usefullI have decided to pay more attention to the negative reviews before buying a book.",View from Mars,"September 10, 2008",1.0,/gp/profile/amzn1.account.AHVFESDS3Q4FQAIXLCN3KZPRZWDQ,Alan J. Laduzinsky
"This author describes how to get things done in the course of real-life business flows - with interruptions ! Many things it describes, people will already have pieces in place.  I recommend reading through the book completely.  Purchase what you need to set up your underlying ""organizing"" foundation.  Then, take a nice long holiday weekend and commit to cleaning out and setting up and referring back to pertinent sections of the book.  So far... I am able to keep up with things.  Easy to read.  Easy to follow either all or some of what he suggests.  For business and life !",it's about real life,"September 6, 2008",5.0,/gp/profile/amzn1.account.AEDZPBNZIVO2AL653MLD3CAJU5OQ,R. L. Schlager
"It is an excellent method to take control of your life. by your life, I mean everything in your life, everything! You also need to read the book twice and review it every 6 month or so.",The Best Method Ever,"September 5, 2008",5.0,/gp/profile/amzn1.account.AH7QMDSRAXJX6K6NB547R6ML4PWA,M. M.
"I am so inspired by this book!  My filing system at work and at home has never worked as efficiently as it does now, after reading this book.  Author David Allen's detailed system helps clear the 'clutter' in my mind as I have adopted his system of writing down what needs to get done  so the task is either written on my calendar or on my to-do list.  I don't have to try to ""remember"" what I need to do next, wasting time and energy thinking and getting lost in my thoughts.  If something can be done in two minutes  I do it, I file it, I make the phone call.  My desk stays in order and I feel more at ease.  I love feeling organized and clear in my life.Another book which clears ""the clutter"" in my mind is Working on Yourself Doesn't Work: The 3 Simple Ideas That Can Instantaneously Transform Your Life by Ariel & Shya Kane.  This book teaches how to live in the moment without getting lost in the conversation of my thoughts. The Kanes have a yearly ""Time & Project Management"" Course in New York City, and a ""Transformation in the Workplace"" seminar which is scheduled this September. These courses and their books have brought ease and inspiration to my workplace.As a banker in New York City, I highly suggest checking out David Allen and Ariel and Shya Kane. You will discover a stress free environment in the workplace and at home.",No More Clutter!,"September 3, 2008",5.0,/gp/profile/amzn1.account.AGKIZXH7DPWUVRFEK5MYBNW2PLBQ,Colleen Messina
"I've been to project and management training. I've been on a three-day retreat to discover my true values and to empower me to take control of my life. All those were good, but I always thought that something was missing, something to do with changing my habits, something to do with implementation, with, well... getting things done!In comes this book, which I heard of through OmniFocus (wonderful tool for the Mac). I read it overnight and I was ON!  While the courses and the training may have laid down the foundation, this book made the difference and changed my life!Thank you, Master David!",Master David!,"August 31, 2008",5.0,/gp/profile/amzn1.account.AEQYQTQI7UYCQEUMETGC3ZZCEZPQ,Thomas Dall
I'd much rather have it as a video. Those of us who have trouble getting everything done on a timely basis DON'T have time to sit and read a self-help book this verbose.,How to get things done,"August 29, 2008",2.0,/gp/profile/amzn1.account.AFGVW6KL643F3W23QTDLZ5LE2VUA,Jean C.
"First, I want to say that I'd listened to the audio book of this years ago. And at the time it didn't resonate with me AT ALL. Frankly I'm not sure I finished the audio--but either way I couldn't remember any of it other than it was in my library.Fast forward a couple years.. I adopted Tim Ferris' 4HWW method of listing tasks on an 8 1/2 x 11"" sheet of plain paper. That worked great for me for a while. While I'm a tech guy, I like things that are effective, work anywhere, don't require batteries, etc.I then wanted to--as David says: ""Get off the runway"" with my tasks and start managing with a more project/goal/initiative-centric approach. To me that was a big problem with the ""tasks"" approach--you get buried in ""to do"" stuff and never get above the trees.Additionally, in my situation I had huge leakage in delegating or following up with other people with my requests, questions, etc. So the process for handling emails that required responses alone has radically altered how I work and manage my own time.I recently finished GTD and it was like an epiphany. During the first 1/3 of the book though I felt like ""okay, I got the preaching--how do I *implement* this"", and actually purchased/read other systems in the middle. Ultimately coming back to and finishing this book. I'm very happy that I did.In my opinion, you should take what works for you from the book and integrate it with your life/style. For me the 43 folders didn't make sense as I am so nomadic with my work. But it is a good concept. For me, everything has to be electronic and ideally live out on the internet cloud somewhere. So naturally some of my tools will be different than his. But the *system* is what's key.The gold is simply getting you to see ""stuff"" coming into your life as things that need to be processed from your Inbox (the goal being Inbox Zero), and an effective system of processing, then handling things once they're organized.Also, I like how there aren't any ""special"" requirements, like you have to buy a special organizer, get certain software, buy their printed pages, etc. I am currently using a $7 calendar/organizer (with cool doodling) and $15/year for the ""pro"" version of Toodledo (the base version is free). It also has ""slim"" web access via iPhone.. so I can access my lists from practically anywhere. Well worth it to organize my life.Again, for me this has been life-altering. It's taken a lot of the stress of worrying about stuff falling through the cracks, not being busy all the time, etc. And ultimately that's what I wanted to achieve.",Life changing..,"August 28, 2008",5.0,/gp/profile/amzn1.account.AE6IMH4DAOSDDU7KLCFXDHIJYCBQ,RacerX
"I was very satisfied with this purchase, this book takes all the things you already know how to do (e.g., create lists, prioritize, organize), and compiles it into a system which is practical and very effective.  I now realize that this is the key step I've been missing in my personal effectiveness and cannot recommend it highly enough.",Great book,"August 25, 2008",5.0,/gp/profile/amzn1.account.AHUP3QOB6GRPJZZX33OL3SIMFNJQ,Jacob Bortnik
"Having heard so much about this management system, I read the book--what a frustrating experience!  I was hooked from the beginning and implemented a couple of suggestions with a large party I was then planning and Mr. Allen's suggestions certainly helped me define the ultimate purpose for my party and next actions, and I became much more effective in my preparations.  But then I got on to Chapter 3 and following and totally bombed:  had I not read this already?  And what about these meaningless quotes in the margins that are so distracting?  It only got worse and worse as I read on and I became so stressed about all my unfinished business that I lost sleep!  I knew from my first experience that there were pearls of wisdom in this book, so I started from the beginning again and discovered that all your really need to read and implement is Chapter 2.  So I set up my office as described (without the label maker, I don't need another tool to clutter my desk, and computer-generated labels work very well).  Then I started collecting my STUFF and put it in my inbox, mind you, not all of it at once as he recommends, that's what was stressing me out so much.  Then I started processing what was in my inbox, and adding to it anything I come across (thoughts or physical stuff).  Also, I'm still making daily lists but they're mostly derived from my ""next actions"" list.  The ideas are excellent, but the presentation is not good, this book demoralized me at first instead of energizing me, hence only three stars.",A Frustrating Read!,"August 22, 2008",3.0,/gp/profile/amzn1.account.AHSJW4YF2FE6TKQHA73MZOUDLTJQ,Body-n-Soul
"As with most books like this, a great deal of the content is common sense. But as is always the case with me, formalizing it and explaining it is always what I need.He explains the natural thought process of a project in order to help you get a grasp of what things need to be done in order to achieve your outstanding goals.He explains why you can't ever relax because you have so much to do, and how to get over that stress so that you can relax during those times you want to relax!He gives you a system, which you can use as-is or tailor to your personal taste, that essentially guarantees that nothing gets lost, everything gets done and puts you in control.I know it sounds like an ad, but as I started with, the content is true and makes sense.Admittedly, I'm still pretty new at this system, and have to improve how I work with it, but so far I am loving it.Also, if you have a BlackBerry, look for the ""NextAction!"" software. It's not great software, but it's good enough to follow the system. The main thing that I don't like about the NextAction! is that I find it difficult to manage the tasks in Microsoft Outlook, so I have to stick with Outlook to manage my mail-based tasks and my BB for my non-mail based tasks, but that's not too bad for me.",Defniitely worth the buy,"August 15, 2008",4.0,/gp/profile/amzn1.account.AER2L5KEXH7HHJLDMCS6KUS2GYNQ,David Logan
David Allen gives you specific tasks to organize and streamline your life and business. Do it or drop it - words to live by if you want to eliminate clutter in your office and in your mind.,De-clutter your office and your mind!,"August 14, 2008",5.0,/gp/profile/amzn1.account.AFKVNOD57CEXNPDSYRWSNLE5YTZA,Michelle Dunn
"GTD called it right when it identified broken agreements with self as a source of negative feeling, anxiety, guilt and ""disintegrated self-trust"". And one cannot be wholly productive when they are nagged by worries of open loops. GTD presents a methodology for remedying this and achieving a ""mind like water"".While I still believe in traditional time management principles such as task prioritization, GTD offers some excellent concepts and takeaways: Corralling all your stuff is critical - you can only feel good about what you're not doing ONLY when you know what you're not doing; the notion of Next Actions is simple but invaluable; separating reference and support material from actionable items will keep the system less clogged; the Someday/Maybe list as an outlet for off-the-wall and future tasks; and the four criteria model for choosing actions in the moment works, among others.GTD makes a strong case for some type of time management or personal organization system. This was my second time through the book and while it was worth the revisit, I wish it gave more specifics on tools; and the lack of mention of Blackerrys and iPhones nearly make the book dated. GTD doesn't offer a panacea; but as David Allen himself states, no system is perfect for tracking projects and tasks, you just need to know you have them and where to find more information. I am looking forward to his upcoming sequel.",good time management ideas,"August 11, 2008",4.0,/gp/profile/amzn1.account.AHPJQID7WAXWXG6DFTSDKJFGG56A,Shannon Gaw
"The methods in this book were extremely helpful to me. They are very plain and written in simple, totally understandable, language. The information and advice in the book can be applied to almost any situation, even for optimizing my productivity as a high school student. However after I was about halfway done with this book I literally just stopped reading and through my head went ""Have I already read this page? Did I loose track of where I left off?"" I hadnt! The book is simply so redundant its hard to keep reading. It tells you about the methods (In pretty decent depth) and then in the next section tells you how to apply them, and in the third section tells you how to actually use them and put them to action. About half of the information in the sections overlaps and the information is simply not well structured.","Great encouraging and motivating content, but redundant...","August 10, 2008",4.0,/gp/profile/amzn1.account.AE3BWTGO7KA72HVKPBEJQPXYPESQ,K. Boyle
Useless.  Tortured analogies that only illustrate the author's total lack of substance. It's like porn for the anal-retentive. The illustration of 43 file folders on page 175 of the paperback is one of the most absurd things I've ever seen in a business book.  Don't bother unless you're a robotic control-freak.,Absurd,"August 8, 2008",1.0,/gp/profile/amzn1.account.AGWMV4UX4ODGMC6FELPB3N32TWNA,Carl
The presentation is dull and boring.  I have to force myself to continue listening to it.  I never played the 2nd CD.  I think I will do that today and probably return it,Sorry I Bought It,"August 2, 2008",1.0,/gp/profile/amzn1.account.AEIK6WTXHNXSJPJNMD5UXZ2AEFZA,M. Vales
"This is the only book I've read that has changed my day-to-day life every day in visible ways. I say that having read it over a year ago, not just last week. My desk was cluttered and piled with papers; it's now clear every day. My inbox had over 6,000 emails; there are four unread in my inbox as I write this. My folders are all uniformly labeled. Administravia that would barely get done is efficiently processed in a timely manner unless I've consciously decided to do it later. This is a must read for everyone.",Changed My Day-to-Day Life,"July 25, 2008",5.0,/gp/profile/amzn1.account.AHXXO2HBDHUDAOKBCFKSHGXUEL2A,Jeff Gentry
